"type","external_gene_name","ensembl_gene_id"
"astrocyte","NOTCH2","ENSG00000134250"
"astrocyte","NPAS3","ENSG00000151322"
"astrocyte","NPFFR1","ENSG00000148734"
"astrocyte","NQO1","ENSG00000181019"
"astrocyte","NR2E1","ENSG00000112333"
"astrocyte","NRG3","ENSG00000185737"
"astrocyte","NRXN1","ENSG00000179915"
"astrocyte","NT5E","ENSG00000135318"
"astrocyte","NTM","ENSG00000182667"
"astrocyte","NTM3",NA
"astrocyte","NTM4",NA
"astrocyte","NTNG2","ENSG00000196358"
"astrocyte","NTRK2","ENSG00000148053"
"astrocyte","NTRK21",NA
"astrocyte","NTSR2","ENSG00000169006"
"astrocyte","NWD1","ENSG00000188039"
"astrocyte","OAF","ENSG00000184232"
"astrocyte","OGFRL1","ENSG00000119900"
"astrocyte","OLAH",NA
"astrocyte","OLFM2","ENSG00000105088"
"astrocyte","OPHN1",NA
"astrocyte","ORAI3","ENSG00000175938"
"astrocyte","OSBPL2","ENSG00000130703"
"astrocyte","OSTM1-AS1",NA
"astrocyte","OTX1",NA
"astrocyte","OXTR","ENSG00000180914"
"astrocyte","P2RY1","ENSG00000169860"
"astrocyte","PALLD","ENSG00000129116"
"astrocyte","PAMR1","ENSG00000149090"
"astrocyte","PAPLN","ENSG00000100767"
"astrocyte","PARD3","ENSG00000148498"
"astrocyte","PARD3B","ENSG00000116117"
"astrocyte","PARP3","ENSG00000041880"
"astrocyte","PAX6","ENSG00000007372"
"astrocyte","PAXIP1-AS2",NA
"astrocyte","PBXIP1","ENSG00000163346"
"astrocyte","PCDH9","ENSG00000184226"
"astrocyte","PCDHB4","ENSG00000081818"
"astrocyte","PCDHB5","ENSG00000113209"
"astrocyte","PCDHGA10","ENSG00000253846"
"astrocyte","PCDHGA12","ENSG00000253159"
"astrocyte","PCDHGA2","ENSG00000081853"
"astrocyte","PCDHGA3","ENSG00000254245"
"astrocyte","PCDHGA4","ENSG00000262576"
"astrocyte","PCDHGA5","ENSG00000253485"
"astrocyte","PCDHGA6","ENSG00000253731"
"astrocyte","PCDHGA7","ENSG00000253537"
"astrocyte","PCDHGA9","ENSG00000261934"
"astrocyte","PCDHGB1","ENSG00000254221"
"astrocyte","PCDHGB7","ENSG00000254122"
"astrocyte","PCDHGB8P",NA
"astrocyte","PCDHGC3","ENSG00000240184"
"astrocyte","PCSK5","ENSG00000099139"
"astrocyte","PDE4DIP","ENSG00000178104"
"astrocyte","PDE7B","ENSG00000171408"
"astrocyte","PDLIM3","ENSG00000154553"
"astrocyte","PEX11A","ENSG00000166821"
"astrocyte","PEX12","ENSG00000108733"
"astrocyte","PFKFB2","ENSG00000123836"
"astrocyte","PFKM","ENSG00000152556"
"astrocyte","PGM1","ENSG00000079739"
"astrocyte","PHACTR3","ENSG00000087495"
"astrocyte","PHEX",NA
"astrocyte","PHF21B","ENSG00000056487"
"astrocyte","PHGDH","ENSG00000092621"
"astrocyte","PHKA1",NA
"astrocyte","PHLPP1","ENSG00000081913"
"astrocyte","PHYHD1","ENSG00000175287"
"astrocyte","PIK3C2A","ENSG00000011405"
"astrocyte","PIPOX","ENSG00000179761"
"astrocyte","PIR",NA
"astrocyte","PITPNC1","ENSG00000154217"
"astrocyte","PLA2G5","ENSG00000127472"
"astrocyte","PLCD1","ENSG00000187091"
"astrocyte","PLCD4","ENSG00000115556"
"astrocyte","PLCG1","ENSG00000124181"
"astrocyte","PLEKHA7","ENSG00000166689"
"astrocyte","PLIN1","ENSG00000166819"
"astrocyte","PLIN4","ENSG00000167676"
"astrocyte","PLIN5","ENSG00000214456"
"astrocyte","PLOD2","ENSG00000152952"
"astrocyte","PLSCR4","ENSG00000114698"
"astrocyte","PLTP","ENSG00000100979"
"astrocyte","PLXNB1","ENSG00000164050"
"astrocyte","PMM1","ENSG00000100417"
"astrocyte","PMP2","ENSG00000147588"
"astrocyte","PNPLA7","ENSG00000130653"
"astrocyte","POLL","ENSG00000166169"
"astrocyte","PON2","ENSG00000105854"
"astrocyte","PON21",NA
"astrocyte","PON3",NA
"astrocyte","POU2F1","ENSG00000143190"
"astrocyte","POU3F2","ENSG00000184486"
"astrocyte","PPAP2B",NA
"astrocyte","PPARA","ENSG00000186951"
"astrocyte","PPARGC1A","ENSG00000109819"
"astrocyte","PPFIA1","ENSG00000131626"
"astrocyte","PPIAP19",NA
"astrocyte","PPP1R1B","ENSG00000131771"
"astrocyte","PPP1R26","ENSG00000196422"
"astrocyte","PPP1R3C","ENSG00000119938"
"astrocyte","PPP1R3D","ENSG00000132825"
"astrocyte","PPP1R3G","ENSG00000219607"
"astrocyte","PPP2R2B","ENSG00000156475"
"astrocyte","PPP2R5A","ENSG00000066027"
"astrocyte","PRDM16","ENSG00000142611"
"astrocyte","PRDM5","ENSG00000138738"
"astrocyte","PRDX6","ENSG00000117592"
"astrocyte","PREX2","ENSG00000046889"
"astrocyte","PRKCA","ENSG00000154229"
"astrocyte","PRKD1","ENSG00000184304"
"astrocyte","PRKG1","ENSG00000185532"
"astrocyte","PRODH","ENSG00000100033"
"astrocyte","PRODH1",NA
"astrocyte","PRSS35","ENSG00000146250"
"astrocyte","PSD2","ENSG00000146005"
"astrocyte","PSD3","ENSG00000156011"
"astrocyte","PSMG3-AS1",NA
"astrocyte","PTAR1","ENSG00000188647"
"astrocyte","PTCH1","ENSG00000185920"
"astrocyte","PTCHD1",NA
"astrocyte","PTGDS","ENSG00000107317"
"astrocyte","PTGDS6",NA
"astrocyte","PTGDS7",NA
"astrocyte","PTN","ENSG00000105894"
"astrocyte","PTPLAD1",NA
"astrocyte","PTPN9","ENSG00000169410"
"astrocyte","PTPRA","ENSG00000132670"
"astrocyte","PTPRF","ENSG00000142949"
"astrocyte","PTPRZ1","ENSG00000106278"
"astrocyte","PTPRZ11",NA
"astrocyte","PYGB","ENSG00000100994"
"astrocyte","PYGM","ENSG00000068976"
"astrocyte","QKI","ENSG00000112531"
"astrocyte","RAB30","ENSG00000137502"
"astrocyte","RAB34","ENSG00000109113"
"astrocyte","RALGAPA2","ENSG00000188559"
"astrocyte","RAMP1","ENSG00000132329"
"astrocyte","RANBP3L","ENSG00000164188"
"astrocyte","RAPGEF3","ENSG00000079337"
"astrocyte","RASSF4","ENSG00000107551"
"astrocyte","RBM26-AS1",NA
"astrocyte","RFX2","ENSG00000087903"
"astrocyte","RFX4","ENSG00000111783"
"astrocyte","RGMA","ENSG00000182175"
"astrocyte","RGN",NA
"astrocyte","RGR","ENSG00000148604"
"astrocyte","RGS20","ENSG00000147509"
"astrocyte","RGS9","ENSG00000108370"
"astrocyte","RHOB","ENSG00000143878"
"astrocyte","RHOBTB3","ENSG00000164292"
"astrocyte","RHOBTB31",NA
"astrocyte","RHPN2","ENSG00000131941"
"astrocyte","RIMKLBP2",NA
"astrocyte","RLBP1","ENSG00000140522"
"astrocyte","RMST",NA
"astrocyte","RN7SL297P",NA
"astrocyte","RN7SL582P",NA
"astrocyte","RNA28S5",NA
"astrocyte","RNA28S51",NA
"astrocyte","RND1","ENSG00000172602"
"astrocyte","RNF170","ENSG00000120925"
"astrocyte","RNF182","ENSG00000180537"
"astrocyte","RNF219-AS1",NA
"astrocyte","RNF43",NA
"astrocyte","RNU6-116P",NA
"astrocyte","RNU6-697P",NA
"astrocyte","RNU6ATAC12P",NA
"astrocyte","RNY3P3",NA
"astrocyte","ROBO3","ENSG00000154134"
"astrocyte","ROPN1B",NA
"astrocyte","RORA","ENSG00000069667"
"astrocyte","RORB","ENSG00000198963"
"astrocyte","RP1-155D22.2",NA
"astrocyte","RP1-167O22.1",NA
"astrocyte","RP1-197B17.7",NA
"astrocyte","RP1-253P7.4",NA
"astrocyte","RP1-5O6.6",NA
"astrocyte","RP1-68D18.3",NA
"astrocyte","RP1-93H18.1",NA
"astrocyte","RP11-106M7.1",NA
"astrocyte","RP11-1070A24.1",NA
"astrocyte","RP11-109I13.2",NA
"astrocyte","RP11-10C8.2",NA
"astrocyte","RP11-116O18.3",NA
"astrocyte","RP11-119F7.5",NA
"astrocyte","RP11-120J1.1",NA
"astrocyte","RP11-131L23.2",NA
"astrocyte","RP11-139K1.2",NA
"astrocyte","RP11-145O15.3",NA
"astrocyte","RP11-147L13.15",NA
"astrocyte","RP11-159K7.2",NA
"astrocyte","RP11-15A1.3",NA
"astrocyte","RP11-167H9.3",NA
"astrocyte","RP11-185E8.2",NA
"astrocyte","RP11-191H23.1",NA
"astrocyte","RP11-203P2.2",NA
"astrocyte","RP11-218C14.8",NA
"astrocyte","RP11-226L15.5",NA
"astrocyte","RP11-229D13.3",NA
"astrocyte","RP11-245J24.1",NA
"astrocyte","RP11-263K19.4",NA
"astrocyte","RP11-268P4.5",NA
"astrocyte","RP11-26J3.1",NA
"astrocyte","RP11-275H4.1",NA
"astrocyte","RP11-281A20.2",NA
"astrocyte","RP11-298I3.1",NA
"astrocyte","RP11-315D16.4",NA
"astrocyte","RP11-317N12.1",NA
"astrocyte","RP11-319G6.1",NA
"astrocyte","RP11-319G9.1",NA
"astrocyte","RP11-320H14.1",NA
"astrocyte","RP11-326C3.11",NA
"astrocyte","RP11-354M20.3",NA
"astrocyte","RP11-360N9.2",NA
"astrocyte","RP11-360N9.3",NA
"astrocyte","RP11-384F7.2",NA
"astrocyte","RP11-390P2.4",NA
"astrocyte","RP11-393I2.4",NA
"astrocyte","RP11-39M21.1",NA
"astrocyte","RP11-39M21.2",NA
"astrocyte","RP11-3D4.4",NA
"astrocyte","RP11-420A23.1",NA
"astrocyte","RP11-424M22.3",NA
"astrocyte","RP11-426D19.1",NA
"astrocyte","RP11-427J23.1",NA
"astrocyte","RP11-436D23.1",NA
"astrocyte","RP11-436K8.1",NA
"astrocyte","RP11-437J2.3",NA
"astrocyte","RP11-437J2.4",NA
"astrocyte","RP11-444D3.1",NA
"astrocyte","RP11-44N22.3",NA
"astrocyte","RP11-482D24.2",NA
"astrocyte","RP11-489D6.2",NA
"astrocyte","RP11-495P10.10",NA
"astrocyte","RP11-504P24.8",NA
"astrocyte","RP11-510I21.1",NA
"astrocyte","RP11-517I3.1",NA
"astrocyte","RP11-517I3.2",NA
"astrocyte","RP11-528A10.1",NA
"astrocyte","RP11-52A20.2",NA
"astrocyte","RP11-560I19.1",NA
"astrocyte","RP11-563J2.2",NA
"astrocyte","RP11-567G24.3",NA
"astrocyte","RP11-569G13.2",NA
"astrocyte","RP11-574K11.8",NA
"astrocyte","RP11-577N1.1",NA
"astrocyte","RP11-577N1.2",NA
"astrocyte","RP11-57H12.3",NA
"astrocyte","RP11-582J16.4",NA
"astrocyte","RP11-598O12.1",NA
"astrocyte","RP11-5P4.1",NA
"astrocyte","RP11-617F23.1",NA
"astrocyte","RP11-630A13.4",NA
"astrocyte","RP11-64B16.4",NA
"astrocyte","RP11-651K21.1",NA
"astrocyte","RP11-679C8.2",NA
"astrocyte","RP11-70L8.5",NA
"astrocyte","RP11-722E23.2",NA
"astrocyte","RP11-731J8.2",NA
"astrocyte","RP11-768G7.1",NA
"astrocyte","RP11-768G7.2",NA
"astrocyte","RP11-776H12.1",NA
"astrocyte","RP11-806K15.1",NA
"astrocyte","RP11-806O11.1",NA
"astrocyte","RP11-85O21.5",NA
"astrocyte","RP11-90E5.1",NA
"astrocyte","RP11-968O1.5",NA
"astrocyte","RP3-414A15.12",NA
"astrocyte","RP3-453C12.14",NA
"astrocyte","RP4-625H18.2",NA
"astrocyte","RP4-631H13.6",NA
"astrocyte","RP4-657E11.10",NA
"astrocyte","RP4-673D20.3",NA
"astrocyte","RP4-673D20.4",NA
"astrocyte","RP4-673D20.6",NA
"astrocyte","RP4-683L5.1",NA
"astrocyte","RP5-1120P11.1",NA
"astrocyte","RP5-858L17.1",NA
"astrocyte","RP5-968J1.1",NA
"astrocyte","RPE65",NA
"astrocyte","RPL21P32",NA
"astrocyte","RPL31P54",NA
"astrocyte","RPL7L1P8",NA
"astrocyte","RPS12P26",NA
"astrocyte","RPS16P5",NA
"astrocyte","RPS20P33",NA
"astrocyte","RPS6KA2","ENSG00000071242"
"astrocyte","RRS1-AS1",NA
"astrocyte","RYR3","ENSG00000198838"
"astrocyte","RYR31",NA
"astrocyte","RYR32",NA
"astrocyte","S100B","ENSG00000160307"
"astrocyte","SALL2","ENSG00000165821"
"astrocyte","SARDH","ENSG00000123453"
"astrocyte","SASH1","ENSG00000111961"
"astrocyte","SAT1",NA
"astrocyte","SAT11",NA
"astrocyte","SCARA3","ENSG00000168077"
"astrocyte","SCG3","ENSG00000104112"
"astrocyte","SCN11A",NA
"astrocyte","SCRG1","ENSG00000164106"
"astrocyte","SDC2","ENSG00000169439"
"astrocyte","SDC3","ENSG00000162512"
"astrocyte","SDC4","ENSG00000124145"
"astrocyte","SDS","ENSG00000135094"
"astrocyte","SEC14L2","ENSG00000100003"
"astrocyte","SEC14L6","ENSG00000214491"
"astrocyte","SELENBP1","ENSG00000143416"
"astrocyte","SEMA3D","ENSG00000153993"
"astrocyte","SEMA4A","ENSG00000196189"
"astrocyte","SEMA4B","ENSG00000185033"
"astrocyte","SERPINE2","ENSG00000135919"
"astrocyte","SESN3","ENSG00000149212"
"astrocyte","SFXN5","ENSG00000144040"
"astrocyte","SGCD","ENSG00000170624"
"astrocyte","SHROOM3","ENSG00000138771"
"astrocyte","SIRPA","ENSG00000198053"
"astrocyte","SIRPB3P",NA
"astrocyte","SLC13A5","ENSG00000141485"
"astrocyte","SLC14A1","ENSG00000141469"
"astrocyte","SLC14A11",NA
"astrocyte","SLC15A2","ENSG00000163406"
"astrocyte","SLC16A9","ENSG00000165449"
"astrocyte","SLC18B1","ENSG00000146409"
"astrocyte","SLC1A2","ENSG00000110436"
"astrocyte","SLC1A21",NA
"astrocyte","SLC1A3","ENSG00000079215"
"astrocyte","SLC1A31",NA
"astrocyte","SLC1A4","ENSG00000115902"
"astrocyte","SLC25A18","ENSG00000182902"
"astrocyte","SLC25A181",NA
"astrocyte","SLC25A20","ENSG00000178537"
"astrocyte","SLC25A29","ENSG00000197119"
"astrocyte","SLC25A33","ENSG00000171612"
"astrocyte","SLC25A43",NA
"astrocyte","SLC25A48","ENSG00000145832"
"astrocyte","SLC25A53",NA
"astrocyte","SLC27A1","ENSG00000130304"
"astrocyte","SLC2A10","ENSG00000197496"
"astrocyte","SLC2A12","ENSG00000146411"
"astrocyte","SLC2A4",NA
"astrocyte","SLC30A10","ENSG00000196660"
"astrocyte","SLC35C2","ENSG00000080189"
"astrocyte","SLC35F1","ENSG00000196376"
"astrocyte","SLC38A1","ENSG00000111371"
"astrocyte","SLC39A11","ENSG00000133195"
"astrocyte","SLC39A12","ENSG00000148482"
"astrocyte","SLC39A12-AS1",NA
"astrocyte","SLC44A2","ENSG00000129353"
"astrocyte","SLC44A3","ENSG00000143036"
"astrocyte","SLC46A1","ENSG00000076351"
"astrocyte","SLC4A4","ENSG00000080493"
"astrocyte","SLC6A11","ENSG00000132164"
"astrocyte","SLC7A10","ENSG00000130876"
"astrocyte","SLC7A11","ENSG00000151012"
"astrocyte","SLC7A11-AS1",NA
"astrocyte","SLC7A2","ENSG00000003989"
"astrocyte","SLC9A3R1","ENSG00000109062"
"astrocyte","SLC9A8","ENSG00000197818"
"astrocyte","SLCO1C1","ENSG00000139155"
"astrocyte","SLITRK2",NA
"astrocyte","SMO","ENSG00000128602"
"astrocyte","SMOX","ENSG00000088826"
"astrocyte","SNTA1","ENSG00000101400"
"astrocyte","SON","ENSG00000159140"
"astrocyte","SORBS1","ENSG00000095637"
"astrocyte","SORBS11",NA
"astrocyte","SORCS2","ENSG00000184985"
"astrocyte","SOX2","ENSG00000181449"
"astrocyte","SOX21","ENSG00000125285"
"astrocyte","SOX21-AS1",NA
"astrocyte","SOX5","ENSG00000134532"
"astrocyte","SOX6","ENSG00000110693"
"astrocyte","SOX9","ENSG00000125398"
"astrocyte","SOX9-AS1",NA
"astrocyte","SPAG92",NA
"astrocyte","SPARC","ENSG00000113140"
"astrocyte","SPARCL1","ENSG00000152583"
"astrocyte","SPARCL15",NA
"astrocyte","SPARCL16",NA
"astrocyte","SPON1","ENSG00000262655"
"astrocyte","SRGAP3","ENSG00000196220"
"astrocyte","SRGNP1",NA
"astrocyte","SRI","ENSG00000075142"
"astrocyte","SRPX",NA
"astrocyte","SSPN","ENSG00000123096"
"astrocyte","SSPO","ENSG00000197558"
"astrocyte","STK33","ENSG00000130413"
"astrocyte","STON2","ENSG00000140022"
"astrocyte","STOX1","ENSG00000165730"
"astrocyte","STRIP2","ENSG00000128578"
"astrocyte","SUCLG2-AS1",NA
"astrocyte","SUGCT",NA
"astrocyte","SUOX","ENSG00000139531"
"astrocyte","SYCP2","ENSG00000196074"
"astrocyte","SYCP3",NA
"astrocyte","SYNE1","ENSG00000131018"
"astrocyte","SYNE12",NA
"astrocyte","SYPL2",NA
"astrocyte","SYTL4",NA
"astrocyte","TCF7L1-IT1",NA
"astrocyte","TCF7L2","ENSG00000148737"
"astrocyte","TCTN1","ENSG00000204852"
"astrocyte","TET1","ENSG00000138336"
"astrocyte","TEX15","ENSG00000133863"
"astrocyte","TFAP2C",NA
"astrocyte","TGFBR3","ENSG00000069702"
"astrocyte","THBS3","ENSG00000169231"
"astrocyte","THSD1","ENSG00000136114"
"astrocyte","TKT","ENSG00000163931"
"astrocyte","TLCD1","ENSG00000160606"
"astrocyte","TM9SF4","ENSG00000101337"
"astrocyte","TMED8","ENSG00000100580"
"astrocyte","TMEM132A","ENSG00000006118"
"astrocyte","TMEM136","ENSG00000181264"
"astrocyte","TMEM150C","ENSG00000249242"
"astrocyte","TMEM164",NA
"astrocyte","TMEM220","ENSG00000187824"
"astrocyte","TMEM229A","ENSG00000234224"
"astrocyte","TMEM241","ENSG00000134490"
"astrocyte","TMEM47",NA
"astrocyte","TMEM56","ENSG00000152078"
"astrocyte","TMEM72",NA
"astrocyte","TMEM9","ENSG00000116857"
"astrocyte","TMPRSS3",NA
"astrocyte","TNC","ENSG00000041982"
"astrocyte","TNIK","ENSG00000154310"
"astrocyte","TNIK1",NA
"astrocyte","TNNT1","ENSG00000105048"
"astrocyte","TNS3","ENSG00000136205"
"astrocyte","TOB1","ENSG00000141232"
"astrocyte","TOM1L2","ENSG00000175662"
"astrocyte","TOX","ENSG00000198846"
"astrocyte","TP53BP2","ENSG00000143514"
"astrocyte","TPCN1","ENSG00000186815"
"astrocyte","TPD52L1","ENSG00000111907"
"astrocyte","TPP1","ENSG00000166340"
"astrocyte","TRAF3IP2","ENSG00000056972"
"astrocyte","TRDN","ENSG00000186439"
"astrocyte","TRIL","ENSG00000255690"
"astrocyte","TRIM66","ENSG00000166436"
"astrocyte","TRIM8","ENSG00000171206"
"astrocyte","TRPM3","ENSG00000083067"
"astrocyte","TRPS1","ENSG00000104447"
"astrocyte","TSC22D4","ENSG00000166925"
"astrocyte","TSHZ1","ENSG00000179981"
"astrocyte","TST","ENSG00000128311"
"astrocyte","TTC30A","ENSG00000197557"
"astrocyte","TTLL4","ENSG00000135912"
"astrocyte","TTPA","ENSG00000137561"
"astrocyte","TTYH1","ENSG00000167614"
"astrocyte","TTYH11",NA
"astrocyte","TUBB2B","ENSG00000137285"
"astrocyte","TULP3","ENSG00000078246"
"astrocyte","UBAC1","ENSG00000130560"
"astrocyte","UBC","ENSG00000150991"
"astrocyte","UFL1-AS1",NA
"astrocyte","UG0898H09",NA
"astrocyte","UNG","ENSG00000076248"
"astrocyte","USP40","ENSG00000085982"
"astrocyte","VAC14-AS1",NA
"astrocyte","VANGL2","ENSG00000162738"
"astrocyte","VAV3","ENSG00000134215"
"astrocyte","VCAN","ENSG00000038427"
"astrocyte","VEGFB","ENSG00000173511"
"astrocyte","VWA3A","ENSG00000175267"
"astrocyte","WBP2NL","ENSG00000183066"
"astrocyte","WDFY3-AS2",NA
"astrocyte","WDR17","ENSG00000150627"
"astrocyte","WDR49","ENSG00000174776"
"astrocyte","WDR60","ENSG00000126870"
"astrocyte","WFS1","ENSG00000109501"
"astrocyte","WI2-1896O14.1",NA
"astrocyte","WIF1","ENSG00000156076"
"astrocyte","WNT7B","ENSG00000188064"
"astrocyte","WWC1","ENSG00000113645"
"astrocyte","WWOX","ENSG00000186153"
"astrocyte","XRCC6P4",NA
"astrocyte","XYLT2","ENSG00000015532"
"astrocyte","YAP1","ENSG00000137693"
"astrocyte","ZBTB20","ENSG00000181722"
"astrocyte","ZBTB201",NA
"astrocyte","ZBTB7C","ENSG00000184828"
"astrocyte","ZFAND5","ENSG00000107372"
"astrocyte","ZFHX2","ENSG00000136367"
"astrocyte","ZFHX4","ENSG00000091656"
"astrocyte","ZFP2","ENSG00000198939"
"astrocyte","ZFP36L1","ENSG00000185650"
"astrocyte","ZFP36L11",NA
"astrocyte","ZFYVE21","ENSG00000100711"
"astrocyte","ZHX3","ENSG00000174306"
"astrocyte","ZIC5","ENSG00000139800"
"astrocyte","ZMAT1",NA
"astrocyte","ZMAT11",NA
"astrocyte","ZMYND12","ENSG00000066185"
"astrocyte","ZNF209P",NA
"astrocyte","ZNF221","ENSG00000159905"
"astrocyte","ZNF404","ENSG00000176222"
"astrocyte","ZNF516","ENSG00000101493"
"astrocyte","ZNF521","ENSG00000198795"
"astrocyte","ZNF671","ENSG00000083814"
"astrocyte","ZNF680","ENSG00000173041"
"astrocyte","ZNF717","ENSG00000227124"
"astrocyte","ZNF81",NA
"astrocyte","ZNF816","ENSG00000180257"
"astrocyte","ZNF827","ENSG00000151612"
"astrocyte","ZNF98","ENSG00000197360"
"astrocyte","ZNRF3","ENSG00000183579"
"astrocyte","ZSWIM6","ENSG00000130449"
"endothelial","2.Jun",NA
"endothelial","2.Mar",NA
"endothelial","A2M","ENSG00000175899"
"endothelial","A4GALT","ENSG00000128274"
"endothelial","ABCA9","ENSG00000154258"
"endothelial","ABCB1","ENSG00000085563"
"endothelial","ABCG2","ENSG00000118777"
"endothelial","ABHD14B","ENSG00000114779"
"endothelial","ABLIM12",NA
"endothelial","ABLIM3","ENSG00000173210"
"endothelial","ABO",NA
"endothelial","AC005753.1",NA
"endothelial","AC006116.19",NA
"endothelial","AC007743.1",NA
"endothelial","AC011526.1",NA
"endothelial","AC013463.2",NA
"endothelial","AC017104.2",NA
"endothelial","AC025335.1","ENSG00000179859"
"endothelial","AC083843.1",NA
"endothelial","AC104781.1",NA
"endothelial","AC116366.6",NA
"endothelial","AC141928.1",NA
"endothelial","ACE","ENSG00000159640"
"endothelial","ACER2","ENSG00000177076"
"endothelial","ACKR1","ENSG00000213088"
"endothelial","ACN9",NA
"endothelial","ACSL5","ENSG00000197142"
"endothelial","ACTA2","ENSG00000107796"
"endothelial","ACTB2",NA
"endothelial","ACTG11",NA
"endothelial","ACTG2",NA
"endothelial","ACTN1","ENSG00000072110"
"endothelial","ACTN4","ENSG00000130402"
"endothelial","ACVR1","ENSG00000115170"
"endothelial","ACVRL1","ENSG00000139567"
"endothelial","ADAMTS8","ENSG00000134917"
"endothelial","ADAMTS9","ENSG00000163638"
"endothelial","ADAMTS9-AS1",NA
"endothelial","ADAR","ENSG00000160710"
"endothelial","ADCY4",NA
"endothelial","ADD1","ENSG00000087274"
"endothelial","ADGRF5","ENSG00000069122"
"endothelial","ADH1B",NA
"endothelial","ADIPOR2","ENSG00000006831"
"endothelial","ADIRF","ENSG00000148671"
"endothelial","ADIRF-AS1",NA
"endothelial","ADM","ENSG00000148926"
"endothelial","ADPRM","ENSG00000170222"
"endothelial","AFAP1L1",NA
"endothelial","AGRN","ENSG00000188157"
"endothelial","AGTRAP","ENSG00000177674"
"endothelial","AHNAK","ENSG00000124942"
"endothelial","AHNAK1",NA
"endothelial","AIF1L","ENSG00000126878"
"endothelial","AJUBA",NA
"endothelial","AKAP12","ENSG00000131016"
"endothelial","AKAP2","ENSG00000241978"
"endothelial","AKR1E2","ENSG00000165568"
"endothelial","ALDH1A2","ENSG00000128918"
"endothelial","ALPL","ENSG00000162551"
"endothelial","ALS2CL","ENSG00000178038"
"endothelial","ANGPT2","ENSG00000091879"
"endothelial","ANKRD26P4",NA
"endothelial","ANKS1A","ENSG00000064999"
"endothelial","ANO2","ENSG00000047617"
"endothelial","ANP32B","ENSG00000136938"
"endothelial","ANPEP",NA
"endothelial","ANTXR2","ENSG00000163297"
"endothelial","ANXA1","ENSG00000135046"
"endothelial","ANXA2","ENSG00000182718"
"endothelial","ANXA2P2",NA
"endothelial","ANXA3","ENSG00000138772"
"endothelial","ANXA5","ENSG00000164111"
"endothelial","AP006216.5",NA
"endothelial","APH1A","ENSG00000117362"
"endothelial","APOBEC3D",NA
"endothelial","APOD2",NA
"endothelial","APOL1","ENSG00000100342"
"endothelial","APOL3","ENSG00000128284"
"endothelial","APOL4",NA
"endothelial","APOLD1","ENSG00000178878"
"endothelial","ARAP3","ENSG00000120318"
"endothelial","ARFGEF2","ENSG00000124198"
"endothelial","ARHGAP10","ENSG00000071205"
"endothelial","ARHGAP29","ENSG00000137962"
"endothelial","ARHGAP42","ENSG00000165895"
"endothelial","ARHGEF15",NA
"endothelial","ARHGEF17","ENSG00000110237"
"endothelial","ARL13B","ENSG00000169379"
"endothelial","ARL15","ENSG00000185305"
"endothelial","ARPC1B","ENSG00000130429"
"endothelial","ARRDC2","ENSG00000105643"
"endothelial","ASAP1-IT2",NA
"endothelial","ASPN","ENSG00000106819"
"endothelial","ASS1","ENSG00000130707"
"endothelial","ATAD2","ENSG00000156802"
"endothelial","ATP10A","ENSG00000206190"
"endothelial","ATP1A23",NA
"endothelial","ATP5E","ENSG00000124172"
"endothelial","ATP7B","ENSG00000123191"
"endothelial","ATP8B1","ENSG00000081923"
"endothelial","ATP8B5P",NA
"endothelial","AVPR1A","ENSG00000166148"
"endothelial","AXIN2","ENSG00000168646"
"endothelial","B2M","ENSG00000166710"
"endothelial","B2M1",NA
"endothelial","B3GNT2","ENSG00000170340"
"endothelial","BACE2","ENSG00000182240"
"endothelial","BAMBI","ENSG00000095739"
"endothelial","BATF2",NA
"endothelial","BCL2L10",NA
"endothelial","BCL6B",NA
"endothelial","BCL7B","ENSG00000106635"
"endothelial","BGN",NA
"endothelial","BHLHE40","ENSG00000134107"
"endothelial","BIRC3","ENSG00000023445"
"endothelial","BLOC1S3","ENSG00000189114"
"endothelial","BMP2","ENSG00000125845"
"endothelial","BMP4",NA
"endothelial","BMP6","ENSG00000153162"
"endothelial","BMPR2","ENSG00000204217"
"endothelial","BRD2","ENSG00000204256"
"endothelial","BSG","ENSG00000172270"
"endothelial","BST2","ENSG00000130303"
"endothelial","BTBD6","ENSG00000184887"
"endothelial","BTG2","ENSG00000159388"
"endothelial","BTG21",NA
"endothelial","BTN3A3","ENSG00000111801"
"endothelial","BTNL9","ENSG00000165810"
"endothelial","BTNL91",NA
"endothelial","C10ORF10",NA
"endothelial","C10orf10","ENSG00000165507"
"endothelial","C10orf54","ENSG00000107738"
"endothelial","C11ORF96",NA
